sample_id,d_path,d_name,batch_idx,batch_name,seq_no,code,spec_name,line_code,lot_id,test_case,fine_code,coarse_code,product_code,product_fine,product_coarse,is_special,tensor_path
B10_0292_125040209,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0292#H99CCS125040209.D,0292#H99CCS125040209.D,10,20250411,292.0,H99,红河（99）,C,125040209,CCS125040209,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0701_B10_0292_125040209.npz
B10_0293_125040212,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0293#H99CCS125040212.D,0293#H99CCS125040212.D,10,20250411,293.0,H99,红河（99）,C,125040212,CCS125040212,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0702_B10_0293_125040212.npz
B10_0294_125040215,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0294#H99CCS125040215.D,0294#H99CCS125040215.D,10,20250411,294.0,H99,红河（99）,C,125040215,CCS125040215,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0703_B10_0294_125040215.npz
B10_0295_425040201,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0295#HRJBCS425040201.D,0295#HRJBCS425040201.D,10,20250411,295.0,HRJ,红河（软甲）,B,425040201,BCS425040201,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HRJ/0704_B10_0295_425040201.npz
B10_0296_125040201,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0296#YJDACS125040201.D,0296#YJDACS125040201.D,10,20250411,296.0,YJD,红塔山（硬经典）,A,125040201,ACS125040201,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0705_B10_0296_125040201.npz
B10_0297_125040202,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0297#YJDACS125040202.D,0297#YJDACS125040202.D,10,20250411,297.0,YJD,红塔山（硬经典）,A,125040202,ACS125040202,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0706_B10_0297_125040202.npz
B10_0298_125040205,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0298#YJDACS125040205.D,0298#YJDACS125040205.D,10,20250411,298.0,YJD,红塔山（硬经典）,A,125040205,ACS125040205,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0707_B10_0298_125040205.npz
B10_0299_125040208,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0299#YJDACS125040208.D,0299#YJDACS125040208.D,10,20250411,299.0,YJD,红塔山（硬经典）,A,125040208,ACS125040208,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0708_B10_0299_125040208.npz
B10_0300_125040211,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0300#YJDACS125040211.D,0300#YJDACS125040211.D,10,20250411,300.0,YJD,红塔山（硬经典）,A,125040211,ACS125040211,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0709_B10_0300_125040211.npz
B10_0301_125040302,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0301#H88BCS125040302.D,0301#H88BCS125040302.D,10,20250411,301.0,H88,红河（88）,B,125040302,BCS125040302,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0710_B10_0301_125040302.npz
B10_0302_125040305,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0302#H88BCS125040305.D,0302#H88BCS125040305.D,10,20250411,302.0,H88,红河（88）,B,125040305,BCS125040305,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0711_B10_0302_125040305.npz
B10_0303_125040310,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0303#H88BCS125040310.D,0303#H88BCS125040310.D,10,20250411,303.0,H88,红河（88）,B,125040310,BCS125040310,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0712_B10_0303_125040310.npz
B10_0304_125040313,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0304#H88BCS125040313.D,0304#H88BCS125040313.D,10,20250411,304.0,H88,红河（88）,B,125040313,BCS125040313,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0713_B10_0304_125040313.npz
B10_0305_125040309,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0305#H88CCS125040309.D,0305#H88CCS125040309.D,10,20250411,305.0,H88,红河（88）,C,125040309,CCS125040309,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0714_B10_0305_125040309.npz
B10_0306_125040306,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0306#H99CCS125040306.D,0306#H99CCS125040306.D,10,20250411,306.0,H99,红河（99）,C,125040306,CCS125040306,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0715_B10_0306_125040306.npz
B10_0307_125040312,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0307#H99CCS125040312.D,0307#H99CCS125040312.D,10,20250411,307.0,H99,红河（99）,C,125040312,CCS125040312,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0716_B10_0307_125040312.npz
B10_0308_125040303,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0308#H99CCS125040303.D,0308#H99CCS125040303.D,10,20250411,308.0,H99,红河（99）,C,125040303,CCS125040303,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0717_B10_0308_125040303.npz
B10_0309_425040301,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0309#H99CCS425040301.D,0309#H99CCS425040301.D,10,20250411,309.0,H99,红河（99）,C,425040301,CCS425040301,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0718_B10_0309_425040301.npz
B10_0310_425040302,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0310#HRYBCS425040302.D,0310#HRYBCS425040302.D,10,20250411,310.0,HRY,云烟（软如意）,B,425040302,BCS425040302,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HRY/0719_B10_0310_425040302.npz
B10_0311_125040301,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0311#YJDACS125040301.D,0311#YJDACS125040301.D,10,20250411,311.0,YJD,红塔山（硬经典）,A,125040301,ACS125040301,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0720_B10_0311_125040301.npz
B10_0312_125040304,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0312#YJDACS125040304.D,0312#YJDACS125040304.D,10,20250411,312.0,YJD,红塔山（硬经典）,A,125040304,ACS125040304,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0721_B10_0312_125040304.npz
B10_0313_125040307,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0313#YJDACS125040307.D,0313#YJDACS125040307.D,10,20250411,313.0,YJD,红塔山（硬经典）,A,125040307,ACS125040307,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0722_B10_0313_125040307.npz
B10_0314_125040308,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0314#YJDACS125040308.D,0314#YJDACS125040308.D,10,20250411,314.0,YJD,红塔山（硬经典）,A,125040308,ACS125040308,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0723_B10_0314_125040308.npz
B10_0315_125040311,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0315#YJDACS125040311.D,0315#YJDACS125040311.D,10,20250411,315.0,YJD,红塔山（硬经典）,A,125040311,ACS125040311,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0724_B10_0315_125040311.npz
B10_0316_125040314,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0316#YJDACS125040314.D,0316#YJDACS125040314.D,10,20250411,316.0,YJD,红塔山（硬经典）,A,125040314,ACS125040314,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0725_B10_0316_125040314.npz
B10_0317_125040315,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0317#YJDACS125040315.D,0317#YJDACS125040315.D,10,20250411,317.0,YJD,红塔山（硬经典）,A,125040315,ACS125040315,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0726_B10_0317_125040315.npz
B10_0318_125040701,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0318#H88BCS125040701.D,0318#H88BCS125040701.D,10,20250411,318.0,H88,红河（88）,B,125040701,BCS125040701,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0727_B10_0318_125040701.npz
B10_0319_125040703,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0319#H88BCS125040703.D,0319#H88BCS125040703.D,10,20250411,319.0,H88,红河（88）,B,125040703,BCS125040703,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0728_B10_0319_125040703.npz
B10_0320_125040702,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0320#H99CCS125040702.D,0320#H99CCS125040702.D,10,20250411,320.0,H99,红河（99）,C,125040702,CCS125040702,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0729_B10_0320_125040702.npz
B10_0321_125040704,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0321#H99CCS125040704.D,0321#H99CCS125040704.D,10,20250411,321.0,H99,红河（99）,C,125040704,CCS125040704,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0730_B10_0321_125040704.npz
B10_0322_125040807,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0322#H88BCS125040807.D,0322#H88BCS125040807.D,10,20250411,322.0,H88,红河（88）,B,125040807,BCS125040807,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0731_B10_0322_125040807.npz
B10_0323_125040810,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0323#H88BCS125040810.D,0323#H88BCS125040810.D,10,20250411,323.0,H88,红河（88）,B,125040810,BCS125040810,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0732_B10_0323_125040810.npz
B10_0324_125040806,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0324#H88CCS125040806.D,0324#H88CCS125040806.D,10,20250411,324.0,H88,红河（88）,C,125040806,CCS125040806,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0733_B10_0324_125040806.npz
B10_0325_125040809,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0325#H88CCS125040809.D,0325#H88CCS125040809.D,10,20250411,325.0,H88,红河（88）,C,125040809,CCS125040809,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0734_B10_0325_125040809.npz
B10_0326_125040803,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0326#H99CCS125040803.D,0326#H99CCS125040803.D,10,20250411,326.0,H99,红河（99）,C,125040803,CCS125040803,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0735_B10_0326_125040803.npz
B10_0327_125040811,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0327#H99CCS125040811.D,0327#H99CCS125040811.D,10,20250411,327.0,H99,红河（99）,C,125040811,CCS125040811,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0736_B10_0327_125040811.npz
B10_0328_125040804,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0328#HRYBCS125040804.D,0328#HRYBCS125040804.D,10,20250411,328.0,HRY,云烟（软如意）,B,125040804,BCS125040804,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HRY/0737_B10_0328_125040804.npz
B10_0329_425040801,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0329#HYZBCS425040801.D,0329#HYZBCS425040801.D,10,20250411,329.0,HYZ,云烟（紫）,B,425040801,BCS425040801,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HYZ/0738_B10_0329_425040801.npz
B10_0330_425040802,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0330#HYZBCS425040802.D,0330#HYZBCS425040802.D,10,20250411,330.0,HYZ,云烟（紫）,B,425040802,BCS425040802,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HYZ/0739_B10_0330_425040802.npz
B10_0331_125040801,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0331#YJDACS125040801.D,0331#YJDACS125040801.D,10,20250411,331.0,YJD,红塔山（硬经典）,A,125040801,ACS125040801,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0740_B10_0331_125040801.npz
B10_0332_125040802,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0332#YJDACS125040802.D,0332#YJDACS125040802.D,10,20250411,332.0,YJD,红塔山（硬经典）,A,125040802,ACS125040802,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0741_B10_0332_125040802.npz
B10_0333_125040805,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0333#YJDACS125040805.D,0333#YJDACS125040805.D,10,20250411,333.0,YJD,红塔山（硬经典）,A,125040805,ACS125040805,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0742_B10_0333_125040805.npz
B10_0334_125040808,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0334#YJDACS125040808.D,0334#YJDACS125040808.D,10,20250411,334.0,YJD,红塔山（硬经典）,A,125040808,ACS125040808,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0743_B10_0334_125040808.npz
B10_0335_125040901,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0335#H88BCS125040901.D,0335#H88BCS125040901.D,10,20250411,335.0,H88,红河（88）,B,125040901,BCS125040901,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0744_B10_0335_125040901.npz
B10_0336_125040912,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0336#H88BCS125040912.D,0336#H88BCS125040912.D,10,20250411,336.0,H88,红河（88）,B,125040912,BCS125040912,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0745_B10_0336_125040912.npz
B10_0337_125040905,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0337#H88CCS125040905.D,0337#H88CCS125040905.D,10,20250411,337.0,H88,红河（88）,C,125040905,CCS125040905,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0746_B10_0337_125040905.npz
B10_0338_425040902,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0338#H88CCS425040902.D,0338#H88CCS425040902.D,10,20250411,338.0,H88,红河（88）,C,425040902,CCS425040902,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0747_B10_0338_425040902.npz
B10_0339_425040903,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0339#H88CCS425040903.D,0339#H88CCS425040903.D,10,20250411,339.0,H88,红河（88）,C,425040903,CCS425040903,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0748_B10_0339_425040903.npz
B10_0340_125040909,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0340#H99CCS125040909.D,0340#H99CCS125040909.D,10,20250411,340.0,H99,红河（99）,C,125040909,CCS125040909,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0749_B10_0340_125040909.npz
B10_0341_125040911,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0341#H99CCS125040911.D,0341#H99CCS125040911.D,10,20250411,341.0,H99,红河（99）,C,125040911,CCS125040911,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0750_B10_0341_125040911.npz
B10_0342_125040910,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0342#HRJBCS125040910.D,0342#HRJBCS125040910.D,10,20250411,342.0,HRJ,红河（软甲）,B,125040910,BCS125040910,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HRJ/0751_B10_0342_125040910.npz
B10_0343_425040901,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0343#HRYBCS425040901.D,0343#HRYBCS425040901.D,10,20250411,343.0,HRY,云烟（软如意）,B,425040901,BCS425040901,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HRY/0752_B10_0343_425040901.npz
B10_0344_125040903,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0344#HYZBCS125040903.D,0344#HYZBCS125040903.D,10,20250411,344.0,HYZ,云烟（紫）,B,125040903,BCS125040903,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HYZ/0753_B10_0344_125040903.npz
B10_0345_125040906,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0345#HYZBCS125040906.D,0345#HYZBCS125040906.D,10,20250411,345.0,HYZ,云烟（紫）,B,125040906,BCS125040906,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HYZ/0754_B10_0345_125040906.npz
B10_0346_125040902,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0346#YJDACS125040902.D,0346#YJDACS125040902.D,10,20250411,346.0,YJD,红塔山（硬经典）,A,125040902,ACS125040902,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0755_B10_0346_125040902.npz
B10_0347_125040904,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0347#YJDACS125040904.D,0347#YJDACS125040904.D,10,20250411,347.0,YJD,红塔山（硬经典）,A,125040904,ACS125040904,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0756_B10_0347_125040904.npz
B10_0348_125040907,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0348#YJDACS125040907.D,0348#YJDACS125040907.D,10,20250411,348.0,YJD,红塔山（硬经典）,A,125040907,ACS125040907,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0757_B10_0348_125040907.npz
B10_0349_125040908,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0349#YJDACS125040908.D,0349#YJDACS125040908.D,10,20250411,349.0,YJD,红塔山（硬经典）,A,125040908,ACS125040908,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/YJD/0758_B10_0349_125040908.npz
B10_0350_125041002,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0350#H88BCS125041002.D,0350#H88BCS125041002.D,10,20250411,350.0,H88,红河（88）,B,125041002,BCS125041002,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0759_B10_0350_125041002.npz
B10_0351_125041004,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0351#H88BCS125041004.D,0351#H88BCS125041004.D,10,20250411,351.0,H88,红河（88）,B,125041004,BCS125041004,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0760_B10_0351_125041004.npz
B10_0352_125041010,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0352#H88CCS125041010.D,0352#H88CCS125041010.D,10,20250411,352.0,H88,红河（88）,C,125041010,CCS125041010,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0761_B10_0352_125041010.npz
B10_0353_125041013,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0353#H88CCS125041013.D,0353#H88CCS125041013.D,10,20250411,353.0,H88,红河（88）,C,125041013,CCS125041013,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0762_B10_0353_125041013.npz
B10_0354_125041015,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0354#H88CCS125041015.D,0354#H88CCS125041015.D,10,20250411,354.0,H88,红河（88）,C,125041015,CCS125041015,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H88/0763_B10_0354_125041015.npz
B10_0355_125041005,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0355#H99CCS125041005.D,0355#H99CCS125041005.D,10,20250411,355.0,H99,红河（99）,C,125041005,CCS125041005,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0764_B10_0355_125041005.npz
B10_0356_125041007,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0356#H99CCS125041007.D,0356#H99CCS125041007.D,10,20250411,356.0,H99,红河（99）,C,125041007,CCS125041007,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/H99/0765_B10_0356_125041007.npz
B10_0357_125041008,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250411/0357#HRJBCS125041008.D,0357#HRJBCS125041008.D,10,20250411,357.0,HRJ,红河（软甲）,B,125041008,BCS125041008,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250411/HRJ/0766_B10_0357_125041008.npz
